disease_efo,disease_name,gene_symbol,gene_id,gene_name,association_score,genetic_evidence_score,genetic_evidence_types
EFO_0000384,Crohn's disease,SPRED2,ENSG00000198369,sprouty related EVH1 domain containing 2,0.35427299789653505,0.5827521804922009,genetic_association
EFO_0000384,Crohn's disease,APOE,ENSG00000130203,apolipoprotein E,0.3558700700071342,0.5810071332020678,genetic_association
EFO_0000384,Crohn's disease,AKAP11,ENSG00000023516,A-kinase anchoring protein 11,0.3528544128147547,0.5804187157502376,genetic_association
EFO_0000384,Crohn's disease,MMP9,ENSG00000100985,matrix metallopeptidase 9,0.37426992748942794,0.580229166092267,genetic_association
EFO_0000384,Crohn's disease,ELP6,ENSG00000163832,elongator acetyltransferase complex subunit 6,0.3516182450568777,0.5783853136545821,genetic_association
EFO_0000384,Crohn's disease,UBASH3A,ENSG00000160185,ubiquitin associated and SH3 domain containing A,0.35234860668930024,0.5780668760872639,genetic_association
EFO_0000384,Crohn's disease,SLC22A5,ENSG00000197375,solute carrier family 22 member 5,0.35481196580980107,0.5744062262130081,genetic_association
EFO_0000384,Crohn's disease,TLR4,ENSG00000136869,toll like receptor 4,0.3552516704002829,0.5727668545554757,genetic_association
EFO_0000384,Crohn's disease,SNAPC4,ENSG00000165684,small nuclear RNA activating complex polypeptide 4,0.3465735868595617,0.5700872339765415,genetic_association
EFO_0000384,Crohn's disease,NAB1,ENSG00000138386,NGFI-A binding protein 1,0.346327684038884,0.5696827425086906,genetic_association
EFO_0000384,Crohn's disease,THEMIS,ENSG00000172673,thymocyte selection associated,0.3462809439467022,0.5689979278085602,genetic_association
EFO_0000384,Crohn's disease,ADCY3,ENSG00000138031,adenylate cyclase 3,0.34540255368961736,0.5681609733321639,genetic_association
EFO_0000384,Crohn's disease,ERAP2,ENSG00000164308,endoplasmic reticulum aminopeptidase 2,0.3478816969600208,0.5680256931284609,genetic_association
EFO_0000384,Crohn's disease,FUT2,ENSG00000176920,fucosyltransferase 2 (H blood group),0.34968071278343166,0.565753685604983,genetic_association
EFO_0000384,Crohn's disease,PRKCB,ENSG00000166501,protein kinase C beta,0.343192194389013,0.5634796598648515,genetic_association
EFO_0000384,Crohn's disease,CPEB4,ENSG00000113742,cytoplasmic polyadenylation element binding protein 4,0.3425887450715262,0.5627725583196055,genetic_association
EFO_0000384,Crohn's disease,IL6R,ENSG00000160712,interleukin 6 receptor,0.3458398477099425,0.562459920445249,genetic_association
EFO_0000384,Crohn's disease,HGFAC,ENSG00000109758,HGF activator,0.34240726840390523,0.5621025297162482,genetic_association
EFO_0000384,Crohn's disease,TNFRSF1A,ENSG00000067182,TNF receptor superfamily member 1A,0.3497466122395125,0.559933146612269,genetic_association
EFO_0000384,Crohn's disease,HORMAD1,ENSG00000143452,HORMA domain containing 1,0.3403776285201608,0.559895352986562,genetic_association
EFO_0000384,Crohn's disease,CCL2,ENSG00000108691,C-C motif chemokine ligand 2,0.34893772916446203,0.5595864994772882,genetic_association
EFO_0000384,Crohn's disease,LPP,ENSG00000145012,LIM domain containing preferred translocation partner in lipoma,0.3384750025993451,0.5567656778191079,genetic_association
EFO_0000384,Crohn's disease,CD226,ENSG00000150637,CD226 molecule,0.33956362345686925,0.5565890448584392,genetic_association
EFO_0000384,Crohn's disease,TMEM17,ENSG00000186889,transmembrane protein 17,0.33797735744665014,0.5559470893306647,genetic_association
EFO_0000384,Crohn's disease,PTGER4,ENSG00000171522,prostaglandin E receptor 4,0.34264678876178717,0.5554080332360395,genetic_association
EFO_0000384,Crohn's disease,SH2B3,ENSG00000111252,SH2B adaptor protein 3,0.3385580862671782,0.5550025604013564,genetic_association
EFO_0000384,Crohn's disease,C1orf141,ENSG00000203963,chromosome 1 open reading frame 141,0.33673512337339556,0.5539037086068472,genetic_association
EFO_0000384,Crohn's disease,CELA3B,ENSG00000219073,chymotrypsin like elastase 3B,0.3350602910346365,0.551148736584803,genetic_association
EFO_0000384,Crohn's disease,TMEM50B,ENSG00000142188,transmembrane protein 50B,0.3349181419774013,0.5509149121794699,genetic_association
EFO_0000384,Crohn's disease,CRB1,ENSG00000134376,crumbs cell polarity complex component 1,0.3312423346322012,0.5448684882120689,genetic_association
EFO_0000384,Crohn's disease,MGAT5,ENSG00000152127,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",0.3307756150443284,0.5441007699294841,genetic_association
EFO_0000384,Crohn's disease,TNFAIP3,ENSG00000118503,TNF alpha induced protein 3,0.34364303050789696,0.5422482300308564,genetic_association
EFO_0000384,Crohn's disease,ADO,ENSG00000181915,2-aminoethanethiol dioxygenase,0.3294143070338654,0.5418615216206121,genetic_association
EFO_0000384,Crohn's disease,BLTP1,ENSG00000138688,bridge-like lipid transfer protein family member 1,0.32885573332734824,0.5409427102876255,genetic_association
EFO_0000384,Crohn's disease,RFT1,ENSG00000163933,RFT1 glycolipid translocator homolog,0.3288391402271854,0.5409154158978232,genetic_association
EFO_0000384,Crohn's disease,MARCHF11,ENSG00000183654,membrane associated ring-CH-type finger 11,0.32804209867379525,0.5396043430643338,genetic_association
EFO_0000384,Crohn's disease,SKAP2,ENSG00000005020,src kinase associated phosphoprotein 2,0.3277180223095389,0.5378554004580324,genetic_association
EFO_0000384,Crohn's disease,RASA2,ENSG00000155903,RAS p21 protein activator 2,0.3268851209510262,0.5377012025632858,genetic_association
EFO_0000384,Crohn's disease,SHC1,ENSG00000160691,SHC adaptor protein 1,0.3272099560553935,0.5373236354478156,genetic_association
EFO_0000384,Crohn's disease,IL18R1,ENSG00000115604,interleukin 18 receptor 1,0.3294349286201422,0.5368795050903968,genetic_association
EFO_0000384,Crohn's disease,CD28,ENSG00000178562,CD28 molecule,0.33058042786913694,0.5357071154734855,genetic_association
EFO_0000384,Crohn's disease,IL7R,ENSG00000168685,interleukin 7 receptor,0.33397631081265067,0.5356127491745906,genetic_association
EFO_0000384,Crohn's disease,RNASET2,ENSG00000026297,ribonuclease T2,0.32907811190632374,0.5342409358546409,genetic_association
EFO_0000384,Crohn's disease,PHTF1,ENSG00000116793,putative homeodomain transcription factor 1,0.32377782582672865,0.5325899380303732,genetic_association
EFO_0000384,Crohn's disease,CREM,ENSG00000095794,cAMP responsive element modulator,0.3238089239647258,0.5311972564616729,genetic_association
EFO_0000384,Crohn's disease,ZC3H12C,ENSG00000149289,zinc finger CCCH-type containing 12C,0.32218894730059644,0.5299763535033606,genetic_association
EFO_0000384,Crohn's disease,NCOR2,ENSG00000196498,nuclear receptor corepressor 2,0.32290743547667944,0.5296383850019523,genetic_association
EFO_0000384,Crohn's disease,FRMPD2,ENSG00000170324,FERM and PDZ domain containing 2,0.32134950054599365,0.5285955273338349,genetic_association
EFO_0000384,Crohn's disease,MDGA2,ENSG00000139915,MAM domain containing glycosylphosphatidylinositol anchor 2,0.3213359308816056,0.5285732062663032,genetic_association
EFO_0000384,Crohn's disease,TDRKH,ENSG00000182134,tudor and KH domain containing,0.3201219305497464,0.5265762679032056,genetic_association
EFO_0000384,Crohn's disease,ADGRL2,ENSG00000117114,adhesion G protein-coupled receptor L2,0.320605886957213,0.5259534521422742,genetic_association
EFO_0000384,Crohn's disease,SEC16A,ENSG00000148396,"SEC16 homolog A, endoplasmic reticulum export factor",0.31877973231122514,0.5243684537181135,genetic_association
EFO_0000384,Crohn's disease,ELF1,ENSG00000120690,E74 like ETS transcription factor 1,0.31998765060428336,0.524227629797571,genetic_association
EFO_0000384,Crohn's disease,TTC33,ENSG00000113638,tetratricopeptide repeat domain 33,0.3175993784524351,0.5224268612483335,genetic_association
EFO_0000384,Crohn's disease,CCL20,ENSG00000115009,C-C motif chemokine ligand 20,0.33800898179941913,0.5223482575117564,genetic_association
EFO_0000384,Crohn's disease,CCL21,ENSG00000137077,C-C motif chemokine ligand 21,0.3213648693540992,0.5222388061732197,genetic_association
EFO_0000384,Crohn's disease,IL27,ENSG00000197272,interleukin 27,0.3254038287134816,0.5202292360968606,genetic_association
EFO_0000384,Crohn's disease,ERAP1,ENSG00000164307,endoplasmic reticulum aminopeptidase 1,0.31628583469452204,0.5190207677212446,genetic_association
EFO_0000384,Crohn's disease,MSRA,ENSG00000175806,methionine sulfoxide reductase A,0.31521504493560915,0.5180177691022908,genetic_association
EFO_0000384,Crohn's disease,NKD1,ENSG00000140807,NKD inhibitor of Wnt signaling pathway 1,0.31465871380502985,0.5175896911971398,genetic_association
EFO_0000384,Crohn's disease,TUBD1,ENSG00000108423,tubulin delta 1,0.31446612857725603,0.5172729031210456,genetic_association
EFO_0000384,Crohn's disease,SOX4,ENSG00000124766,SRY-box transcription factor 4,0.3148318830474877,0.5169626452552879,genetic_association
EFO_0000384,Crohn's disease,SULT1A1,ENSG00000196502,sulfotransferase family 1A member 1,0.3163146220173764,0.5168939237316378,genetic_association
EFO_0000384,Crohn's disease,CCDC88B,ENSG00000168071,coiled-coil and HOOK domain protein 88B,0.3162937614038267,0.5161642342372466,genetic_association
EFO_0000384,Crohn's disease,POMC,ENSG00000115138,proopiomelanocortin,0.315625831854355,0.5125480567275633,genetic_association
EFO_0000384,Crohn's disease,DAP,ENSG00000112977,death associated protein,0.3125698688556765,0.5124058988247963,genetic_association
EFO_0000384,Crohn's disease,PDK1,ENSG00000152256,pyruvate dehydrogenase kinase 1,0.31113718260283846,0.5117970397703221,genetic_association
EFO_0000384,Crohn's disease,GAPT,ENSG00000175857,"GRB2 binding adaptor protein, transmembrane",0.3114032209246186,0.5112201343869275,genetic_association
EFO_0000384,Crohn's disease,CIITA,ENSG00000179583,class II major histocompatibility complex transactivator,0.31557413114529503,0.5102615967255407,genetic_association
EFO_0000384,Crohn's disease,SLC22A23,ENSG00000137266,solute carrier family 22 member 23,0.31030655207681146,0.5098227848297484,genetic_association
EFO_0000384,Crohn's disease,TNIP1,ENSG00000145901,TNFAIP3 interacting protein 1,0.3098943514923486,0.5091447461679759,genetic_association
EFO_0000384,Crohn's disease,NFATC1,ENSG00000131196,nuclear factor of activated T cells 1,0.3097086021026418,0.5077065229676545,genetic_association
EFO_0000384,Crohn's disease,ITPR3,ENSG00000096433,"inositol 1,4,5-trisphosphate receptor type 3",0.3082663508249403,0.5070747394868411,genetic_association
EFO_0000384,Crohn's disease,FADS3,ENSG00000221968,fatty acid desaturase 3,0.3073721018875334,0.5056037678879023,genetic_association
EFO_0000384,Crohn's disease,SOX14,ENSG00000168875,SRY-box transcription factor 14,0.3170353258224644,0.5046645165709858,genetic_association
EFO_0000384,Crohn's disease,PSMA6,ENSG00000100902,proteasome 20S subunit alpha 6,0.30772993131299864,0.5044371388132569,genetic_association
EFO_0000384,Crohn's disease,ARPC2,ENSG00000163466,actin related protein 2/3 complex subunit 2,0.30565398081362155,0.5027775891835797,genetic_association
EFO_0000384,Crohn's disease,SPATS2L,ENSG00000196141,spermatogenesis associated serine rich 2 like,0.3049022522466701,0.5015410527720263,genetic_association
EFO_0000384,Crohn's disease,KDELR2,ENSG00000136240,KDEL endoplasmic reticulum protein retention receptor 2,0.3047026504138453,0.5012127229134158,genetic_association
EFO_0000384,Crohn's disease,CD200,ENSG00000091972,CD200 molecule,0.3063883358621639,0.49999252871201944,genetic_association
EFO_0000384,Crohn's disease,FOXP1,ENSG00000114861,forkhead box P1,0.30269365719545965,0.49790808161825795,genetic_association
EFO_0000384,Crohn's disease,SYNGR1,ENSG00000100321,synaptogyrin 1,0.30236720873931916,0.4973710986961506,genetic_association
EFO_0000384,Crohn's disease,NFKB1,ENSG00000109320,nuclear factor kappa B subunit 1,0.3091165476696427,0.49637704722588405,genetic_association
EFO_0000384,Crohn's disease,LITAF,ENSG00000189067,lipopolysaccharide induced TNF factor,0.3063325795626706,0.49631466177469313,genetic_association
EFO_0000384,Crohn's disease,UBE2L3,ENSG00000185651,ubiquitin conjugating enzyme E2 L3,0.30304327869159425,0.49469317028483467,genetic_association
EFO_0000384,Crohn's disease,USP42,ENSG00000106346,ubiquitin specific peptidase 42,0.30025812272456476,0.4939018123513226,genetic_association
EFO_0000384,Crohn's disease,FAS,ENSG00000026103,Fas cell surface death receptor,0.30213125756942394,0.4917652586096545,genetic_association
EFO_0000384,Crohn's disease,IFNLR1,ENSG00000185436,interferon lambda receptor 1,0.2984459557258337,0.49092093524187114,genetic_association
EFO_0000384,Crohn's disease,CAMK2G,ENSG00000148660,calcium/calmodulin dependent protein kinase II gamma,0.3057223077552477,0.4868132518714388,genetic_association
EFO_0000384,Crohn's disease,RPAP1,ENSG00000103932,RNA polymerase II associated protein 1,0.294577742256878,0.484558017810886,genetic_association
EFO_0000384,Crohn's disease,FOXO1,ENSG00000150907,forkhead box O1,0.29289089088848386,0.4817832753977342,genetic_association
EFO_0000384,Crohn's disease,ATXN2L,ENSG00000168488,ataxin 2 like,0.2927379512984999,0.48153170138538803,genetic_association
EFO_0000384,Crohn's disease,RTEL1,ENSG00000258366,regulator of telomere elongation helicase 1,0.2923274936640294,0.4791087287008719,genetic_association
EFO_0000384,Crohn's disease,HORMAD2,ENSG00000176635,HORMA domain containing 2,0.2904050806886497,0.4769343928772713,genetic_association
EFO_0000384,Crohn's disease,WDR36,ENSG00000134987,WD repeat domain 36,0.2895274259788454,0.47625063101970216,genetic_association
EFO_0000384,Crohn's disease,HDAC7,ENSG00000061273,histone deacetylase 7,0.2890164708400779,0.47541014861483827,genetic_association
EFO_0000384,Crohn's disease,ERRFI1,ENSG00000116285,ERBB receptor feedback inhibitor 1,0.2876480848274445,0.47315925752985055,genetic_association
EFO_0000384,Crohn's disease,SOCS1,ENSG00000185338,suppressor of cytokine signaling 1,0.2968838816789015,0.4719994965921237,genetic_association
EFO_0000384,Crohn's disease,CDH13,ENSG00000140945,cadherin 13,0.28762619880552387,0.47008360269760663,genetic_association
EFO_0000384,Crohn's disease,UBE3D,ENSG00000118420,ubiquitin protein ligase E3D,0.2825289156280619,0.464738612911262,genetic_association
EFO_0000384,Crohn's disease,GTF2I,ENSG00000263001,general transcription factor IIi,0.28120511785995805,0.46256106610280173,genetic_association
EFO_0000384,Crohn's disease,CDKN2B,ENSG00000147883,cyclin dependent kinase inhibitor 2B,0.28289659151067065,0.4595988972281101,genetic_association
