disease,cluster,cluster_size,disease_gene_count,disease_genes,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,p_value,enrichment_fold,p_adj_fdr
autoimmune disease,135,15,4,"['CTSF', 'UBL3', 'PIGH', 'TNS1']",1.9918588873812755,0.6295767422576505,6.301855772200835,0.193355265310117,1.7166666666666668,0.9426767773802729
autoimmune disease,185,6,2,"['VHL', 'PAX7']",2.7314814814814814,0.49781997289909335,14.987327728589525,0.23597009856518322,2.1458333333333335,0.9426767773802729
autoimmune disease,221,6,2,"['PTPRC', 'TNFRSF1A']",2.7314814814814814,0.49781997289909335,14.987327728589525,0.23597009856518322,2.1458333333333335,0.9426767773802729
autoimmune disease,88,6,2,"['INSR', 'IL21']",2.7314814814814814,0.49781997289909335,14.987327728589525,0.23597009856518322,2.1458333333333335,0.9426767773802729
autoimmune disease,203,11,3,"['RBPJ', 'USP24', 'PRTN3']",2.050650557620818,0.5405763998414486,7.779044203009881,0.23715960807830352,1.7556818181818181,0.9426767773802729
autoimmune disease,108,17,4,"['PPIF', 'CD2BP2', 'TMEM87B', 'DRAP1']",1.6831228473019517,0.5446776274099876,5.20106275078829,0.26478777588888447,1.5147058823529413,0.9426767773802729
autoimmune disease,232,46,9,"['CEP89', 'FANCE', 'MCPH1', 'GMEB2', 'FANCA', 'RNF8', 'XRCC2', 'TEDC1', 'RAD51B']",1.3336758812043983,0.6361681522363856,2.795945301338202,0.27783669254930127,1.2595108695652175,0.9426767773802729
autoimmune disease,33,12,3,"['CD247', 'ZAP70', 'CD3E']",1.821561338289963,0.4899649476120022,6.7720879326663095,0.2823825484841092,1.6093750000000002,0.9426767773802729
autoimmune disease,156,7,2,"['TPD52', 'CDK5RAP3']",2.1837037037037037,0.42149129428729537,11.313547705967432,0.2983152836063144,1.8392857142857144,0.9426767773802729
autoimmune disease,75,7,2,"['PPA2', 'METTL1']",2.1837037037037037,0.42149129428729537,11.313547705967432,0.2983152836063144,1.8392857142857144,0.9426767773802729
autoimmune disease,162,132,23,"['COG6', 'STAT5A', 'COQ10B', 'IKZF1', 'CD28', 'PTPRC', 'GPS2', 'BCL10', 'MALT1', 'PRKCQ', 'OSR1', 'RNF8', 'FOXO1', 'MAF', 'CARMIL2', 'ICE2', 'IKBKB', 'NR4A3', 'DNAAF5', 'TPGS2', 'CEP89', 'PDCD5', 'ANKRD49']",1.160974171917026,0.7259186712762209,1.856765890163399,0.30269376946990534,1.1216856060606062,0.9426767773802729
autoimmune disease,84,13,3,"['HMGA1', 'NFKB1', 'RIPK1']",1.6382899628252787,0.447934545865232,5.991933480168717,0.32825561741788806,1.4855769230769234,0.9426767773802729
autoimmune disease,229,8,2,"['ARID1A', 'TNFAIP3']",1.8185185185185184,0.3651077669514823,9.057625998502088,0.35979059125677215,1.6093750000000002,0.9426767773802729
autoimmune disease,104,8,2,"['UFL1', 'TMEM131L']",1.8185185185185184,0.3651077669514823,9.057625998502088,0.35979059125677215,1.6093750000000002,0.9426767773802729
autoimmune disease,190,14,3,"['ARPC2', 'ACTR2', 'ATP2A2']",1.488340655626901,0.41248161900146124,5.37031907640972,0.3740782974800479,1.3794642857142858,0.9426767773802729
autoimmune disease,226,20,4,"['RPL26L1', 'PLEKHH2', 'WIPI2', 'ING5']",1.3647388059701493,0.45274658984275046,4.113806818882332,0.3782007254832473,1.2875,0.9426767773802729
autoimmune disease,158,26,5,"['RAVER1', 'CD247', 'CD2', 'CD3E', 'DOT1L']",1.3001605136436598,0.4860117246878391,3.4781411134142597,0.37876975990414014,1.2379807692307694,0.9426767773802729
autoimmune disease,194,15,3,"['DOCK2', 'CTNNB1', 'COL6A1']",1.3633828996282529,0.38217877013594753,4.863726287929418,0.4192590555225308,1.2875,0.9426767773802729
autoimmune disease,95,53,9,"['ARHGAP45', 'ICOS', 'AP3D1', 'MYRFL', 'ANKZF1', 'DEF8', 'FADS1', 'NPAS2', 'PRXL2B']",1.1160559972347044,0.5383768348302128,2.313585779292245,0.44264855618913124,1.0931603773584906,0.9426767773802729
autoimmune disease,103,10,2,"['FOXO1', 'PTEN']",1.362037037037037,0.28766489999761397,6.448978969196515,0.4756078393089153,1.2875,0.9426767773802729
autoimmune disease,168,10,2,"['DLD', 'RAD51B']",1.362037037037037,0.28766489999761397,6.448978969196515,0.4756078393089153,1.2875,0.9426767773802729
autoimmune disease,217,11,2,"['IFNLR1', 'TRIM14']",1.2098765432098766,0.25997490367747517,5.63054829179001,0.5285963351379402,1.1704545454545456,0.9426767773802729
autoimmune disease,98,122,19,"['COG6', 'BRPF1', 'FDX2', 'RAVER1', 'JADE2', 'ALAS1', 'ARPC2', 'SYK', 'FAAP24', 'ACTR2', 'STAG1', 'PHF19', 'NR4A3', 'ACO2', 'MBD2', 'KPNA4', 'ING5', 'CISD1', 'ATP2A2']",1.0032618289266664,0.6040180387664807,1.6663977444064642,0.5363932638850604,1.0025614754098362,0.9426767773802729
autoimmune disease,41,78,12,"['MAX', 'DRAP1', 'ULK4', 'MTMR3', 'ITM2A', 'GZMB', 'NFKBIL1', 'NPHP4', 'SIK2', 'MMP9', 'DET1', 'TESPA1']",0.9881118881118881,0.526706206488186,1.8537186222618405,0.5651926162400926,0.9903846153846155,0.9426767773802729
autoimmune disease,89,5,1,['KIFAP3'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,42,5,1,['RCOR1'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,215,5,1,['SLAMF6'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,14,5,1,['ZNF644'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,20,5,1,['ZCRB1'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,82,5,1,['DAP'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,115,5,1,['RAD51B'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,124,5,1,['CBX1'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,23,5,1,['UBE2H'],1.3607011070110702,0.1514996573617421,12.221199274399874,0.5705099137459143,1.2875,0.9426767773802729
autoimmune disease,178,26,4,"['STARD10', 'TPST2', 'CD5', 'NKX2-3']",0.9884667571234735,0.3379329262154354,2.8913031378164877,0.592564093560562,0.9903846153846155,0.9426767773802729
autoimmune disease,152,81,12,"['RHBDF2', 'MAU2', 'ARID2', 'TM2D1', 'LBH', 'RTKN2', 'SP3', 'UBN1', 'SEC24A', 'ITPR1', 'UBE2V2', 'PARK7']",0.9431438127090301,0.5037477041973194,1.7658050727371621,0.6217309813638867,0.9537037037037037,0.9426767773802729
autoimmune disease,211,20,3,"['OS9', 'TBX21', 'ELF4']",0.9591078066914498,0.2791460401707776,3.2953639044770586,0.6218467561060013,0.9656250000000001,0.9426767773802729
autoimmune disease,210,13,2,"['MED15', 'DMRTA2']",0.9885521885521885,0.2178915812908439,4.484961849842643,0.6232179061143097,0.9903846153846155,0.9426767773802729
autoimmune disease,219,13,2,"['TBCA', 'ADO']",0.9885521885521885,0.2178915812908439,4.484961849842643,0.6232179061143097,0.9903846153846155,0.9426767773802729
autoimmune disease,182,13,2,"['CEP89', 'GPS2']",0.9885521885521885,0.2178915812908439,4.484961849842643,0.6232179061143097,0.9903846153846155,0.9426767773802729
autoimmune disease,116,13,2,"['CYCS', 'MRPL19']",0.9885521885521885,0.2178915812908439,4.484961849842643,0.6232179061143097,0.9903846153846155,0.9426767773802729
autoimmune disease,5,6,1,['DNAJC24'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,4,6,1,['DNAJC24'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,6,6,1,['DNAJC24'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,209,6,1,['CYTH3'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,128,6,1,['MPI'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,132,6,1,['ICOS'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,161,6,1,['CEPT1'],1.0878228782287822,0.1265903974485668,9.347933478751786,0.6374178767820606,1.0729166666666667,0.9426767773802729
autoimmune disease,181,14,2,"['NAF1', 'HEATR3']",0.9055555555555556,0.2015338748312371,4.068948036076904,0.6647411742200201,0.9196428571428572,0.9426767773802729
autoimmune disease,102,7,1,['RHBDF2'],0.9059040590405905,0.10862821794393943,7.5547788569056955,0.693934975644685,0.9196428571428572,0.9426767773802729
autoimmune disease,105,7,1,['UFL1'],0.9059040590405905,0.10862821794393943,7.5547788569056955,0.693934975644685,0.9196428571428572,0.9426767773802729
autoimmune disease,192,7,1,['SCAP'],0.9059040590405905,0.10862821794393943,7.5547788569056955,0.693934975644685,0.9196428571428572,0.9426767773802729
autoimmune disease,196,51,7,"['FBRS', 'MFN2', 'FANCE', 'MYB', 'TBCA', 'XRCC2', 'IFNGR1']",0.861492281303602,0.3839095582071985,1.9331869573956557,0.7008744950563437,0.8835784313725492,0.9426767773802729
autoimmune disease,218,15,2,"['LMNA', 'RPS6KB1']",0.8353276353276353,0.1874381900615824,3.722679236887676,0.702507654019634,0.8583333333333334,0.9426767773802729
autoimmune disease,49,23,3,"['FAM98B', 'METTL1', 'ADAT2']",0.8135687732342007,0.2400791107079834,2.7569835077691844,0.7178928092276933,0.8396739130434783,0.9426767773802729
autoimmune disease,21,8,1,['PDHB'],0.7759620453347391,0.0950852494076883,6.332392243285071,0.7416698877001011,0.8046875000000001,0.9426767773802729
autoimmune disease,0,8,1,['ARID5B'],0.7759620453347391,0.0950852494076883,6.332392243285071,0.7416698877001011,0.8046875000000001,0.9426767773802729
autoimmune disease,225,25,3,"['FAM98B', 'STAT3', 'STAT5B']",0.7385941196350119,0.21952364508739466,2.485022847275702,0.770715848857906,0.7725000000000001,0.9426767773802729
autoimmune disease,8,9,1,['SMG7'],0.6785055350553506,0.08451804664044242,5.446999539154727,0.7819830205432293,0.7152777777777778,0.9426767773802729
autoimmune disease,206,9,1,['DLD'],0.6785055350553506,0.08451804664044242,5.446999539154727,0.7819830205432293,0.7152777777777778,0.9426767773802729
autoimmune disease,227,18,2,"['OSR1', 'PTP4A1']",0.6773148148148148,0.154843459178732,2.962704145210918,0.7950634107423065,0.7152777777777778,0.9426767773802729
autoimmune disease,134,18,2,"['PDK1', 'SEC24A']",0.6773148148148148,0.154843459178732,2.962704145210918,0.7950634107423065,0.7152777777777778,0.9426767773802729
autoimmune disease,204,10,1,['IL4R'],0.6027060270602707,0.07604680644729495,4.776723336916628,0.8160247073470419,0.64375,0.9426767773802729
autoimmune disease,220,10,1,['NKX2-2'],0.6027060270602707,0.07604680644729495,4.776723336916628,0.8160247073470419,0.64375,0.9426767773802729
autoimmune disease,149,10,1,['FANCE'],0.6027060270602707,0.07604680644729495,4.776723336916628,0.8160247073470419,0.64375,0.9426767773802729
autoimmune disease,35,28,3,"['CARD6', 'SYK', 'DRAP1']",0.6486245353159852,0.1944605676460152,2.1634915135068455,0.8345682517247256,0.6897321428571429,0.9426767773802729
autoimmune disease,58,28,3,"['SCO2', 'COX19', 'PDSS1']",0.6486245353159852,0.1944605676460152,2.1634915135068455,0.8345682517247256,0.6897321428571429,0.9426767773802729
autoimmune disease,16,11,1,['FOXK1'],0.5420664206642066,0.06910611538717552,4.251953720238103,0.844767544567952,0.5852272727272728,0.9426767773802729
autoimmune disease,191,11,1,['PLEKHA5'],0.5420664206642066,0.06910611538717552,4.251953720238103,0.844767544567952,0.5852272727272728,0.9426767773802729
autoimmune disease,129,11,1,['RFT1'],0.5420664206642066,0.06910611538717552,4.251953720238103,0.844767544567952,0.5852272727272728,0.9426767773802729
autoimmune disease,207,45,5,"['FEN1', 'MED15', 'IL7R', 'CYTH3', 'DMRTA2']",0.673689138576779,0.26346758140197823,1.7226296040720965,0.8520613298912805,0.7152777777777778,0.9426767773802729
autoimmune disease,213,22,2,"['PPP2R5C', 'ADO']",0.5403703703703704,0.12557353145611252,2.325331889517372,0.87857593696289,0.5852272727272728,0.9426767773802729
autoimmune disease,110,137,17,"['DOCK2', 'AHR', 'PIK3C2B', 'DCTPP1', 'CSK', 'INSR', 'CARD6', 'CAV1', 'STARD10', 'SP140L', 'IL23R', 'HNF4A', 'USP13', 'CEP57', 'C1orf115', 'ZBTB9', 'COX5B']",0.755,0.44651515563766075,1.2766084035511782,0.8821429836467202,0.7988138686131387,0.9426767773802729
autoimmune disease,94,13,1,['ADAT2'],0.4511070110701107,0.05841424968216052,3.483696812744585,0.8895184226003783,0.49519230769230776,0.9426767773802729
autoimmune disease,151,13,1,['IMMP2L'],0.4511070110701107,0.05841424968216052,3.483696812744585,0.8895184226003783,0.49519230769230776,0.9426767773802729
autoimmune disease,67,32,3,"['APBB1IP', 'LAT2', 'VWF']",0.5576208178438662,0.16865939230696303,1.8436030880921486,0.8955429385112592,0.603515625,0.9426767773802729
autoimmune disease,228,32,3,"['SRPK1', 'ASXL1', 'SMAD7']",0.5576208178438662,0.16865939230696303,1.8436030880921486,0.8955429385112592,0.603515625,0.9426767773802729
autoimmune disease,118,42,4,"['TRIB2', 'KDELR2', 'PRKCSH', 'MPI']",0.5659858601728202,0.20034942382701373,1.5989064894549232,0.9116457031780788,0.6130952380952381,0.9496309408104988
autoimmune disease,76,18,1,['PTPRC'],0.3173431734317343,0.04205586728633577,2.394593102504964,0.9528755436466266,0.3576388888888889,0.9788746594772193
autoimmune disease,93,84,8,"['TUFM', 'COX4I1', 'POLG', 'MYCN', 'MRPL39', 'PDSS1', 'SCO2', 'PNPT1']",0.5594098883572568,0.2668234583540702,1.1728332475798031,0.9635964236987139,0.6130952380952381,0.9788746594772193
autoimmune disease,10,110,11,"['TUFM', 'COX19', 'POLG', 'COX4I1', 'MYCN', 'NARS2', 'PDSS1', 'CYCS', 'MRPS5', 'SCO2', 'PNPT1']",0.5874840357598978,0.31076174754876096,1.1106176837887105,0.969085912882447,0.64375,0.9788746594772193
autoimmune disease,57,146,11,"['NUBPL', 'TSFM', 'MRPL39', 'NARS2', 'CARS2', 'MRPS31', 'MRPS5', 'MRM2', 'POLG', 'PNPT1', 'TIMMDC1']",0.4195828011919966,0.22375597349063864,0.7867934174436152,0.9991611703733392,0.48501712328767127,0.9991611703733392
rheumatoid arthritis,77,46,7,"['ICOS', 'RASGRP1', 'TM2D1', 'IL12RB2', 'PLA2G4A', 'SMAD3', 'CACHD1']",3.9008547008547008,1.688785275918474,9.010421641025014,0.004633171977233086,3.249469777306469,0.25945763072505285
rheumatoid arthritis,112,4,2,"['ARRDC4', 'MEN1']",20.8375,2.8978182787408437,149.83734813028673,0.012225741444921234,10.676829268292682,0.3423207604577946
rheumatoid arthritis,31,37,5,"['SUPT20H', 'MED13', 'RNFT1', 'PSMB9', 'UBE2L3']",3.3218344155844157,1.2594408812228728,8.761494127335984,0.026672601855934227,2.8856295319709955,0.4024259365175457
rheumatoid arthritis,221,6,2,"['PTPRC', 'TNFRSF1A']",10.40625,1.8780542151120372,57.66076303395741,0.028744709751253265,7.117886178861788,0.4024259365175457
rheumatoid arthritis,156,7,2,"['TPD52', 'CDK5RAP3']",8.32,1.5896824315255382,43.54479777043945,0.03903290816256176,6.101045296167247,0.4038817172079263
rheumatoid arthritis,92,42,5,"['RASGRP1', 'CD244', 'IL12RB2', 'SMAD3', 'CACHD1']",2.8641628641628643,1.0950752917487554,7.491200809899878,0.04338836765186191,2.542102206736353,0.4038817172079263
rheumatoid arthritis,91,8,2,"['TPD52', 'TM2D1']",6.929166666666666,1.3767944034597803,34.873290139610184,0.05048521465099079,5.338414634146341,0.4038817172079263
rheumatoid arthritis,63,9,2,"['CD2', 'ZFYVE26']",5.935714285714286,1.2135599926231513,29.032519443456575,0.0629728374296204,4.745257452574525,0.43113036322726966
rheumatoid arthritis,168,10,2,"['DLD', 'RAD51B']",5.190625,1.0845670038799546,24.841791972501433,0.07637624310719944,4.270731707317073,0.43113036322726966
rheumatoid arthritis,203,11,2,"['RBPJ', 'USP24']",4.611111111111111,0.9801281339803971,21.693434707015154,0.09058458877728609,3.882483370288248,0.43113036322726966
rheumatoid arthritis,131,11,2,"['RASGRP1', 'CACHD1']",4.611111111111111,0.9801281339803971,21.693434707015154,0.09058458877728609,3.882483370288248,0.43113036322726966
rheumatoid arthritis,30,52,5,"['SUPT20H', 'MED13', 'RNFT1', 'PSMB9', 'UBE2L3']",2.2409505388228794,0.866751665175454,5.793884822169904,0.09238507783441492,2.053236397748593,0.43113036322726966
rheumatoid arthritis,84,13,2,"['HMGA1', 'NFKB1']",3.768181818181818,0.8214496999908042,17.285530952211662,0.1210129950906141,3.2851782363977486,0.5212867480826453
rheumatoid arthritis,82,5,1,['DAP'],5.138888888888889,0.5678895040711031,46.5023192417362,0.2134453911065344,4.270731707317073,0.6731583365042044
rheumatoid arthritis,115,5,1,['RAD51B'],5.138888888888889,0.5678895040711031,46.5023192417362,0.2134453911065344,4.270731707317073,0.6731583365042044
rheumatoid arthritis,215,5,1,['SLAMF6'],5.138888888888889,0.5678895040711031,46.5023192417362,0.2134453911065344,4.270731707317073,0.6731583365042044
rheumatoid arthritis,193,35,3,"['IRF8', 'IMMP2L', 'FAM118A']",1.9426424050632911,0.5823072429400682,6.480873387210295,0.2233316142793002,1.8303135888501743,0.6731583365042044
rheumatoid arthritis,95,53,4,"['NPAS2', 'ICOS', 'PRXL2B', 'FADS1']",1.695447409733124,0.5967324791688038,4.817136689416915,0.23394902722716196,1.611596870685688,0.6731583365042044
rheumatoid arthritis,132,6,1,['ICOS'],4.108641975308642,0.474482264779173,35.57759717136023,0.2503855273775906,3.558943089430894,0.6731583365042044
rheumatoid arthritis,162,132,8,"['COG6', 'PRKCQ', 'IKZF1', 'CD28', 'PTPRC', 'RNF8', 'FOXO1', 'MAF']",1.3469921534437663,0.6349704112415157,2.857436865273017,0.27349372516813686,1.2941611234294161,0.6731583365042044
rheumatoid arthritis,81,7,1,['CD28'],3.421810699588477,0.40714472848848515,28.75829562447431,0.2856109639134287,3.0505226480836236,0.6731583365042044
rheumatoid arthritis,0,8,1,['ARID5B'],2.931216931216931,0.3563841826822965,24.10890582512829,0.3192003566652057,2.6692073170731705,0.6731583365042044
rheumatoid arthritis,229,8,1,['TNFAIP3'],2.931216931216931,0.3563841826822965,24.10890582512829,0.3192003566652057,2.6692073170731705,0.6731583365042044
rheumatoid arthritis,152,81,5,"['MAU2', 'TM2D1', 'LBH', 'RTKN2', 'PARK7']",1.3610731373889269,0.5352125463420486,3.4612792580871434,0.32859001118654635,1.3181270701595904,0.6731583365042044
rheumatoid arthritis,98,122,7,"['COG6', 'RAVER1', 'JADE2', 'KPNA4', 'PHF19', 'STAG1', 'FDX2']",1.2612173913043478,0.5681583685854786,2.799693529268557,0.3445459965670843,1.2252099160335865,0.6731583365042044
rheumatoid arthritis,158,26,2,"['CD2', 'RAVER1']",1.7135416666666667,0.3979980558096447,7.377485896079657,0.3460344259568092,1.6425891181988743,0.6731583365042044
rheumatoid arthritis,206,9,1,['DLD'],2.5632716049382718,0.3167829666170701,20.74089207146396,0.3512287965696539,2.3726287262872625,0.6731583365042044
rheumatoid arthritis,232,46,3,"['RNF8', 'RAD51B', 'FANCE']",1.435972917279953,0.4359807858287409,4.729608015274982,0.3663231885627139,1.392629904559915,0.6731583365042044
rheumatoid arthritis,103,10,1,['FOXO1'],2.2770919067215365,0.28504011607334445,18.19093965820067,0.38176796917659317,2.1353658536585365,0.6731583365042044
rheumatoid arthritis,204,10,1,['IL4R'],2.2770919067215365,0.28504011607334445,18.19093965820067,0.38176796917659317,2.1353658536585365,0.6731583365042044
rheumatoid arthritis,149,10,1,['FANCE'],2.2770919067215365,0.28504011607334445,18.19093965820067,0.38176796917659317,2.1353658536585365,0.6731583365042044
rheumatoid arthritis,78,67,4,"['MTMR3', 'COG6', 'NFKBIL1', 'PHF19']",1.3072853072853072,0.4639796385057532,3.683340243437965,0.3846619065738311,1.2748452857662904,0.6731583365042044
rheumatoid arthritis,217,11,1,['IFNLR1'],2.0481481481481483,0.2590348035063433,16.194390792200885,0.41088630721652347,1.941241685144124,0.6854382534786346
rheumatoid arthritis,121,12,1,['ARID5B'],1.8608305274971941,0.2373441501223621,14.589322088959456,0.43864913641666464,1.779471544715447,0.6854382534786346
rheumatoid arthritis,110,137,7,"['AHR', 'DCTPP1', 'SP140L', 'IL23R', 'CEP57', 'USP13', 'ZBTB9']",1.104923076923077,0.4989489496472422,2.4468535443962884,0.4641516691251941,1.0910628449350186,0.6854382534786346
rheumatoid arthritis,151,13,1,['IMMP2L'],1.704732510288066,0.21897874815115992,13.27120990584427,0.4651188148605021,1.6425891181988743,0.6854382534786346
rheumatoid arthritis,219,13,1,['ADO'],1.704732510288066,0.21897874815115992,13.27120990584427,0.4651188148605021,1.6425891181988743,0.6854382534786346
rheumatoid arthritis,116,13,1,['MRPL19'],1.704732510288066,0.21897874815115992,13.27120990584427,0.4651188148605021,1.6425891181988743,0.6854382534786346
rheumatoid arthritis,181,14,1,['NAF1'],1.5726495726495726,0.20322964517361725,12.16961568890222,0.4903548661731824,1.5252613240418118,0.7026143897795554
rheumatoid arthritis,135,15,1,['PIGH'],1.4594356261022927,0.18957573063809055,11.235364039307202,0.5144141068028887,1.4235772357723577,0.7026143897795554
rheumatoid arthritis,218,15,1,['RPS6KB1'],1.4594356261022927,0.18957573063809055,11.235364039307202,0.5144141068028887,1.4235772357723577,0.7026143897795554
rheumatoid arthritis,199,17,1,['PTPN2'],1.275462962962963,0.16707909935164325,9.736740120117608,0.5592166103380253,1.2560975609756098,0.728282097184405
rheumatoid arthritis,108,17,1,['PPIF'],1.275462962962963,0.16707909935164325,9.736740120117608,0.5592166103380253,1.2560975609756098,0.728282097184405
rheumatoid arthritis,76,18,1,['PTPRC'],1.1997095134350035,0.15770314995317403,9.126659277597295,0.5800610382228478,1.1863143631436313,0.7382595031927154
rheumatoid arthritis,143,19,1,['CTH'],1.1323731138545954,0.14931319477995247,8.587780007456622,0.5999312026000702,1.1238767650834403,0.7465810521245317
rheumatoid arthritis,211,20,1,['OS9'],1.0721247563352827,0.14176158191569857,8.108342737248336,0.6188721040936007,1.0676829268292682,0.7534095180269922
rheumatoid arthritis,213,22,1,['ADO'],0.9688418577307466,0.12871671128737847,7.2924062144151875,0.6541359447490248,0.970620842572062,0.7793960192754338
rheumatoid arthritis,196,51,2,"['FBRS', 'FANCE']",0.826530612244898,0.1974721496044144,3.4594896259875134,0.7007144380274926,0.8373983739837398,0.7903202045804605
