ensembl_id,gene_symbol,loeuf,pli
ENSG00000131584,ACAP3,0.5860,4.414e-06
ENSG00000075239,ACAT1,1.0510,9.853e-08
ENSG00000120437,ACAT2,1.1430,5.53e-07
ENSG00000182827,ACBD3,0.5390,0.01065
ENSG00000181513,ACBD4,0.9260,1.086e-06
ENSG00000107897,ACBD5,0.5290,0.006148
ENSG00000135847,ACBD6,1.1290,2.257e-06
ENSG00000176244,ACBD7,1.1900,0.1161
ENSG00000110455,ACCS,0.8390,8.984e-07
ENSG00000205126,ACCSL,1.3160,8.521e-18
ENSG00000102977,ACD,1.1870,1.115e-12
ENSG00000159640,ACE,1.0810,1.034e-37
ENSG00000130234,ACE2,0.2500,0.9977
ENSG00000167769,ACER1,1.0020,0.002171
ENSG00000177076,ACER2,0.6950,0.04022
ENSG00000078124,ACER3,0.3880,0.8746
ENSG00000087085,ACHE,0.2070,0.9983
ENSG00000100813,ACIN1,0.2010,1
ENSG00000144648,ACKR2,1.4700,0.001388
ENSG00000144476,ACKR3,0.6820,0.3913
ENSG00000129048,ACKR4,1.8030,2.996e-09
ENSG00000131473,ACLY,0.3770,0.08356
ENSG00000153086,ACMSD,1.1160,1.392e-08
ENSG00000196636,ACN9,1.7220,0.002635
ENSG00000122729,ACO1,0.9320,3.832e-18
ENSG00000100412,ACO2,0.4170,0.2079
ENSG00000184227,ACOT1,1.5280,6.414e-05
ENSG00000162390,ACOT11,1.0820,1.084e-16
ENSG00000172497,ACOT12,1.0870,2.728e-14
ENSG00000112304,ACOT13,1.9360,3.127e-06
ENSG00000119673,ACOT2,1.3270,9.329e-06
ENSG00000177465,ACOT4,1.6550,1.041e-08
ENSG00000205669,ACOT6,1.6310,0.003533
ENSG00000097021,ACOT7,0.4340,0.7593
ENSG00000101473,ACOT8,1.0010,5.966e-06
ENSG00000123130,ACOT9,1.1800,6.802e-09
ENSG00000161533,ACOX1,0.4620,0.06209
ENSG00000168306,ACOX2,0.8700,2.184e-10
ENSG00000087008,ACOX3,1.0630,7.602e-16
ENSG00000153093,ACOXL,1.0970,5.248e-15
ENSG00000143727,ACP1,1.8020,1.753e-08
ENSG00000134575,ACP2,0.7530,6.238e-05
ENSG00000102575,ACP5,0.7240,0.07865
ENSG00000162836,ACP6,1.3870,2.334e-13
ENSG00000155893,ACPL2,0.7730,0.00309
ENSG00000014257,ACPP,1.4030,2.546e-16
ENSG00000142513,ACPT,1.5130,8.621e-15
ENSG00000100312,ACR,0.8800,0.01222
ENSG00000111644,ACRBP,0.9340,2.695e-10
ENSG00000147174,ACRC,0.2680,0.9879
ENSG00000134940,ACRV1,1.4270,1.211e-06
ENSG00000103740,ACSBG1,0.6050,3.959e-05
ENSG00000130377,ACSBG2,0.9160,1.076e-10
ENSG00000167107,ACSF2,0.6540,1.424e-05
ENSG00000176715,ACSF3,1.7720,2.325e-26
ENSG00000151726,ACSL1,0.4760,0.001532
ENSG00000123983,ACSL3,0.5500,0.0003476
ENSG00000068366,ACSL4,0.3060,0.981
ENSG00000197142,ACSL5,0.7270,2.889e-09
ENSG00000164398,ACSL6,0.4750,0.00322
ENSG00000166743,ACSM1,1.0740,2.284e-15
ENSG00000183747,ACSM2A,1.3640,3.275e-23
ENSG00000066813,ACSM2B,1.4200,6.269e-26
ENSG00000005187,ACSM3,1.0550,1.441e-14
ENSG00000215009,ACSM4,1.2360,4.048e-19
ENSG00000183549,ACSM5,1.2580,1.174e-18
ENSG00000154930,ACSS1,0.7590,3.078e-07
ENSG00000131069,ACSS2,0.9030,1.144e-13
ENSG00000111058,ACSS3,0.9510,5.048e-13
ENSG00000143632,ACTA1,1.2230,1.138e-06
ENSG00000107796,ACTA2,0.3640,0.9302
ENSG00000075624,ACTB,0.2320,0.9856
ENSG00000169067,ACTBL2,1.9460,5.817e-16
ENSG00000159251,ACTC1,0.4800,0.7367
ENSG00000184009,ACTG1,0.8580,0.004784
ENSG00000163017,ACTG2,0.6280,0.07104
ENSG00000182584,ACTL10,1.4050,0.08052
ENSG00000136518,ACTL6A,0.2460,0.9967
ENSG00000077080,ACTL6B,0.6450,0.0002835
ENSG00000187003,ACTL7A,1.3330,5.132e-07
ENSG00000148156,ACTL7B,1.5710,2.455e-06
ENSG00000117148,ACTL8,1.1230,0.3184
ENSG00000181786,ACTL9,1.1370,0.004054
ENSG00000072110,ACTN1,0.2130,1
ENSG00000077522,ACTN2,0.2390,0.9997
ENSG00000130402,ACTN4,0.0990,1
ENSG00000131966,ACTR10,0.6580,0.001505
ENSG00000138107,ACTR1A,0.3270,0.9662
ENSG00000115073,ACTR1B,0.6840,0.001075
ENSG00000138071,ACTR2,0.1950,0.999
ENSG00000115091,ACTR3,0.1180,0.9999
ENSG00000133627,ACTR3B,0.1920,0.9991
ENSG00000106526,ACTR3C,1.3740,7.215e-06
ENSG00000101442,ACTR5,1.0060,1.135e-09
ENSG00000075089,ACTR6,1.0830,5.463e-09
ENSG00000113812,ACTR8,0.9880,5.41e-15
ENSG00000123165,ACTRT1,1.6110,0.00374
ENSG00000169717,ACTRT2,1.3770,0.0004766
ENSG00000184378,ACTRT3,1.7100,3.756e-08
ENSG00000115170,ACVR1,0.4540,0.3254
ENSG00000135503,ACVR1B,0.1720,0.9997
ENSG00000123612,ACVR1C,0.6340,0.0008516
ENSG00000121989,ACVR2A,0.1700,0.9997
ENSG00000114739,ACVR2B,0.3770,0.8341
ENSG00000139567,ACVRL1,0.6920,0.0009672
ENSG00000243989,ACY1,1.0630,6.917e-09
ENSG00000132744,ACY3,1.4260,5.415e-06
ENSG00000119640,ACYP1,1.4860,0.07032
ENSG00000170634,ACYP2,1.8360,6.533e-05
ENSG00000196839,ADA,1.3210,2.882e-12
ENSG00000164113,ADAD1,0.5110,0.03895
ENSG00000140955,ADAD2,1.1440,2.39e-12
ENSG00000168803,ADAL,1.1740,1.626e-06
ENSG00000137845,ADAM10,0.1170,1
ENSG00000073670,ADAM11,0.5310,1.039e-05
ENSG00000148848,ADAM12,0.5940,5.728e-07
ENSG00000143537,ADAM15,0.8640,2.441e-16
ENSG00000151694,ADAM17,0.2800,0.9953
ENSG00000168619,ADAM18,1.5690,6.885e-35
ENSG00000135074,ADAM19,0.5010,6.8e-05
ENSG00000104755,ADAM2,1.1760,1.889e-22
ENSG00000139985,ADAM21,1.4300,3.577e-12
ENSG00000008277,ADAM22,0.3630,0.251
ENSG00000114948,ADAM23,0.2750,0.9971
ENSG00000042980,ADAM28,1.1620,2.963e-24
ENSG00000197140,ADAM32,0.9220,2.157e-15
ENSG00000149451,ADAM33,0.9220,2.149e-15
ENSG00000069206,ADAM7,1.0310,1.193e-19
ENSG00000151651,ADAM8,0.9260,2.198e-14
ENSG00000168615,ADAM9,0.4170,0.02943
ENSG00000134028,ADAMDEC1,1.2880,3.63e-16
ENSG00000154734,ADAMTS1,0.3670,0.716
ENSG00000142303,ADAMTS10,0.3300,0.8429
ENSG00000151388,ADAMTS12,0.6880,2.481e-17
ENSG00000160323,ADAMTS13,0.6830,5.141e-15
ENSG00000138316,ADAMTS14,0.7090,4.756e-14
ENSG00000166106,ADAMTS15,0.7190,1.667e-06
ENSG00000145536,ADAMTS16,0.4310,0.0004463
ENSG00000140470,ADAMTS17,0.7320,2.802e-15
ENSG00000140873,ADAMTS18,0.9280,1.072e-29
ENSG00000145808,ADAMTS19,0.5370,5.965e-08
ENSG00000087116,ADAMTS2,0.3110,0.9661
ENSG00000173157,ADAMTS20,0.8340,4.453e-38
ENSG00000156140,ADAMTS3,0.6040,1.028e-10
ENSG00000158859,ADAMTS4,0.7100,1.95e-06
ENSG00000154736,ADAMTS5,0.7030,8.032e-07
ENSG00000049192,ADAMTS6,0.2200,1
ENSG00000136378,ADAMTS7,0.6460,2.252e-14
ENSG00000134917,ADAMTS8,0.9090,1.198e-10
ENSG00000163638,ADAMTS9,0.3900,1e-06
ENSG00000178031,ADAMTSL1,0.5310,3.124e-12
ENSG00000197859,ADAMTSL2,0.7350,0.0016
ENSG00000156218,ADAMTSL3,0.6470,1.366e-19
ENSG00000143382,ADAMTSL4,1.0930,2.601e-28
ENSG00000185761,ADAMTSL5,1.1510,3.703e-11
ENSG00000105963,ADAP1,0.4390,0.5333
ENSG00000184060,ADAP2,1.0780,4.239e-10
ENSG00000160710,ADAR,0.4200,0.02628
ENSG00000197381,ADARB1,0.3990,0.8035
ENSG00000185736,ADARB2,0.3820,0.856
ENSG00000065457,ADAT1,1.1870,2.539e-13
ENSG00000189007,ADAT2,1.5700,1.007e-07
ENSG00000213638,ADAT3,1.4590,0.005606
ENSG00000142920,ADC,0.9470,8.871e-07
ENSG00000063761,ADCK1,1.2830,9.478e-15
ENSG00000133597,ADCK2,0.9200,3.648e-07
ENSG00000163050,ADCK3,1.0070,9.286e-11
ENSG00000123815,ADCK4,1.1080,2.816e-13
ENSG00000173137,ADCK5,0.5880,0.004369
ENSG00000164742,ADCY1,0.2720,0.9975
ENSG00000143199,ADCY10,1.0340,7.383e-41
ENSG00000078295,ADCY2,0.2610,0.999
ENSG00000138031,ADCY3,0.6810,1.954e-11
ENSG00000129467,ADCY4,0.8920,1.079e-18
ENSG00000173175,ADCY5,0.2540,0.9993
ENSG00000174233,ADCY6,0.4420,0.005827
ENSG00000121281,ADCY7,0.5520,9.481e-07
ENSG00000155897,ADCY8,0.5350,1.777e-06
ENSG00000162104,ADCY9,0.3060,0.9794
ENSG00000141433,ADCYAP1,0.7520,0.5242
ENSG00000078549,ADCYAP1R1,0.8660,7.228e-10
ENSG00000087274,ADD1,0.2960,0.9883
ENSG00000075340,ADD2,0.2740,0.9961
ENSG00000148700,ADD3,0.2460,0.9988
ENSG00000118492,ADGB,0.7800,3.72e-22
ENSG00000187758,ADH1A,1.6040,1.712e-11
ENSG00000196616,ADH1B,1.2410,9.934e-07
ENSG00000198099,ADH4,1.2700,8.068e-07
ENSG00000197894,ADH5,1.5620,2.536e-11
ENSG00000172955,ADH6,1.1730,1.637e-06
ENSG00000196344,ADH7,1.6170,1.512e-11
ENSG00000147576,ADHFE1,1.0450,8.517e-09
ENSG00000182551,ADI1,1.6870,3.151e-05
ENSG00000181092,ADIPOQ,1.9060,4.643e-09
ENSG00000159346,ADIPOR1,0.4690,0.6584
ENSG00000006831,ADIPOR2,0.5180,0.3622
ENSG00000148671,ADIRF,1.7910,0.03648
ENSG00000156110,ADK,0.7980,0.0003128
ENSG00000148926,ADM,1.1620,0.04083
ENSG00000128165,ADM2,1.4830,0.02001
ENSG00000224420,ADM5,1.7160,0.3956
ENSG00000101126,ADNP,0.1230,1
ENSG00000101544,ADNP2,0.3920,0.6957
ENSG00000181915,ADO,0.8100,0.4803
ENSG00000163485,ADORA1,1.1000,0.01521
ENSG00000128271,ADORA2A,0.5510,0.5971
ENSG00000170425,ADORA2B,1.4850,1.767e-05
ENSG00000121933,ADORA3,1.0660,0.0001441
ENSG00000159322,ADPGK,0.7150,0.005221
ENSG00000144843,ADPRH,1.2830,2.991e-06
ENSG00000153531,ADPRHL1,1.3740,3.491e-11
ENSG00000116863,ADPRHL2,1.0330,0.0005751
ENSG00000170222,ADPRM,1.1070,0.0003954
ENSG00000120907,ADRA1A,1.3930,3.372e-07
ENSG00000170214,ADRA1B,0.7850,0.1354
ENSG00000171873,ADRA1D,1.3140,4.012e-05
ENSG00000150594,ADRA2A,1.2310,0.0008182
ENSG00000222040,ADRA2B,1.2210,4.453e-06
ENSG00000184160,ADRA2C,0.6050,0.5016
ENSG00000043591,ADRB1,1.5420,2.879e-06
ENSG00000169252,ADRB2,0.5910,0.5254
ENSG00000188778,ADRB3,1.6830,2.464e-07
ENSG00000173020,ADRBK1,0.1780,1
ENSG00000100077,ADRBK2,0.3600,0.7106
ENSG00000130706,ADRM1,0.1750,0.997
ENSG00000239900,ADSL,1.0710,8.921e-12
ENSG00000035687,ADSS,0.4540,0.3297
ENSG00000185100,ADSSL1,0.8430,2.815e-07
ENSG00000111863,ADTRP,1.3650,4.097e-07
ENSG00000259003,AE000662.92,1.9290,0.0001197
ENSG00000106624,AEBP1,0.6400,7.347e-11
ENSG00000139154,AEBP2,0.1450,0.9992
ENSG00000181026,AEN,1.8780,2.009e-10
ENSG00000104964,AES,0.3610,0.9359
ENSG00000243440,AF165138.7,1.8110,5.213e-07
ENSG00000250232,AF196779.12,0.2840,0.9664
ENSG00000196526,AFAP1,0.6650,2.383e-07
ENSG00000157510,AFAP1L1,0.8860,4.956e-14
ENSG00000169129,AFAP1L2,0.4870,0.002158
ENSG00000172493,AFF1,0.3470,0.7104
ENSG00000155966,AFF2,0.2750,0.9958
ENSG00000144218,AFF3,0.2210,1
ENSG00000072364,AFF4,0.1380,1
ENSG00000141385,AFG3L2,0.7000,5.251e-09
ENSG00000079557,AFM,1.3040,4.265e-19
ENSG00000183077,AFMID,1.0990,4.498e-09
ENSG00000081051,AFP,0.9090,1.138e-11
ENSG00000119844,AFTPH,0.1410,1
ENSG00000038002,AGA,1.0440,4.28e-06
ENSG00000157985,AGAP1,0.2310,0.9998
ENSG00000204172,AGAP10,1.7960,0.359
ENSG00000135439,AGAP2,0.2670,0.9982
ENSG00000255737,AGAP2-AS1,0.9350,0.02753
ENSG00000133612,AGAP3,0.3350,0.9109
ENSG00000172650,AGAP5,1.4380,0.005918
ENSG00000204149,AGAP6,1.5620,2.587e-06
ENSG00000204169,AGAP7,1.7800,0.0378
